cluster,pro,reg,sci,TF_IDF_topic_name,percentage_of_documents,percentage_limit,Topic_terms
93,2,0,17,"real time, 0.0682, 3, 3 ; energy island, 0.0371, 6, 13 ; power systems, 0.0369, 3, 5 ; reactive power, 0.0343, 1, 4 ; short time, 0.0320, 1, 1",0.1789,0.0,real time ; energy island ; power systems ; reactive power ; short time
94,0,0,3,"energy resources, 0.0941, 2, 3 ; onshore grid, 0.0864, 1, 1 ; development offshore, 0.0849, 1, 1 ; offshore grids, 0.0756, 1, 1 ; cost effective, 0.0749, 2, 2",0.4667,1.0,energy resources ; onshore grid ; development offshore ; offshore grids ; cost effective
95,0,0,18,"renewable energy, 0.0833, 13, 26 ; future energy, 0.0546, 1, 1 ; energy sources, 0.0484, 7, 12 ; renewable energy sources, 0.0365, 6, 8 ; local community, 0.0331, 1, 1",0.3815,1.0,renewable energy ; future energy ; energy sources ; renewable energy sources ; local community
96,0,0,17,"offshore grid, 0.0943, 11, 21 ; offshore wind, 0.0548, 14, 21 ; offshore wind power, 0.0510, 7, 7 ; wind power, 0.0432, 8, 9 ; offshore hvdc, 0.0406, 3, 5",0.5922,1.0,offshore grid ; offshore wind ; offshore wind power ; wind power ; offshore hvdc
97,0,0,17,"wind power, 0.0693, 11, 23 ; north sea, 0.0648, 11, 22 ; offshore grid, 0.0592, 12, 21 ; offshore wind power, 0.0282, 7, 8 ; expansion planning, 0.0243, 2, 6",0.5922,1.0,wind power ; north sea ; offshore grid ; offshore wind power ; expansion planning
98,0,1,12,"real time, 0.0511, 0, 0 ; elsevier ltd, 0.0365, 3, 3 ; hydrogen production, 0.0363, 2, 9 ; energy sources, 0.0324, 4, 4 ; renewable energy, 0.0304, 5, 10",0.159,0.0,real time ; elsevier ltd ; hydrogen production ; energy sources ; renewable energy
99,1,0,10,"offshore wind, 0.0531, 7, 39 ; wind power, 0.0406, 5, 10 ; wind energy, 0.0322, 4, 6 ; wind turbine, 0.0246, 3, 5 ; offshore ac, 0.0239, 1, 1",0.4485,1.0,offshore wind ; wind power ; wind energy ; wind turbine ; offshore ac
100,0,0,25,"offshore grid, 0.0516, 16, 24 ; north sea, 0.0464, 8, 16 ; offshore wind, 0.0457, 15, 25 ; wind farms, 0.0367, 11, 22 ; wind farm, 0.0340, 12, 34",0.5093,1.0,offshore grid ; north sea ; offshore wind ; wind farms ; wind farm
101,0,0,3,"feasibility study, 0.2333, 2, 2 ; power grid, 0.2188, 2, 2 ; natural gas, 0.2107, 2, 2 ; power production, 0.1220, 1, 1 ; energy consumption, 0.1106, 1, 1",0.6,1.0,feasibility study ; power grid ; natural gas ; power production ; energy consumption
102,0,0,3,"form basis, 0.2490, 1, 1 ; energy system, 0.2021, 1, 2 ; district heating, 0.1323, 1, 2 ; results show, 0.1206, 1, 1 ; energy island, 0.0918, 2, 2",0.3556,1.0,form basis ; energy system ; district heating ; results show ; energy island
103,0,0,1,"preliminary study, 0.5206, 1, 1 ; green energy, 0.3081, 0, 0 ; energy island, 0.1464, 1, 1",0.6667,1.0,preliminary study ; green energy ; energy island
104,0,0,7,"energy island, 0.2343, 2, 3 ; rights reserved, 0.1360, 1, 1 ; elsevier ltd, 0.1232, 2, 2 ; take place, 0.1199, 1, 2 ; energy system, 0.0920, 1, 1",0.219,1.0,energy island ; rights reserved ; elsevier ltd ; take place ; energy system
105,0,0,7,"offshore grid, 0.1889, 5, 5 ; long term, 0.0891, 0, 0 ; wave energy, 0.0674, 1, 1 ; data center, 0.0626, 1, 1 ; coastal offshore, 0.0578, 1, 1",0.2952,1.0,offshore grid ; long term ; wave energy ; data center ; coastal offshore
106,0,0,1,"energy production, 0.5236, 1, 1 ; power plants, 0.4714, 1, 1",1.0,1.0,energy production ; power plants
107,0,0,4,"energy islands, 0.3498, 0, 0 ; rights reserved, 0.3223, 3, 3 ; elsevier ltd, 0.1637, 2, 2 ; long term, 0.0914, 0, 0 ; offshore grid, 0.0248, 0, 0",0.3,1.0,energy islands ; rights reserved ; elsevier ltd ; long term ; offshore grid
